User-ID,Num-Ratings,Avg-Rating
6635,1,5.0
6669,3,2.67
6678,8,3.12
6688,1,5.0
6689,29,3.07
6690,1,5.0
6694,1,2.0
6699,2,3.5
6701,1,3.0
6721,8,3.62
6736,34,4.88
6785,2,3.0
6787,6,3.17
6789,2,4.0
6797,7,3.0
6799,2,3.0
6817,2,3.5
6835,35,2.91
6842,3,3.0
6847,1,3.0
6878,2,1.0
6886,3,1.0
6890,11,2.45
6896,4,1.25
6900,1,3.0
6905,1,5.0
6917,6,4.17
6932,3,3.33
6969,4,2.75
6981,1,1.0
6984,1,4.0
7081,1,1.0
7104,1,2.0
7106,1,4.0
7116,71,2.76
7133,1,2.0
7134,2,4.5
7152,2,4.0
7154,1,1.0
7156,1,5.0
7163,3,3.67
7196,2,1.0
7244,1,3.0
7251,2,3.5
7261,1,5.0
7284,21,3.9
7288,1,4.0
7289,1,1.0
7301,1,3.0
7316,2,2.5
7332,1,1.0
7347,4,2.0
7353,17,3.94
7372,1,2.0
7380,1,4.0
7393,1,4.0
7394,3,4.33
7402,2,2.0
7411,4,3.0
7461,4,4.0
7521,1,1.0
7524,1,3.0
7544,1,3.0
7548,14,2.43
7551,1,4.0
7577,1,3.0
7581,1,4.0
7599,2,2.0
7601,18,2.94
7602,20,3.35
7617,2,4.5
7620,4,3.0
7628,5,2.6
7634,2,3.0
7659,1,2.0
7660,1,3.0
7714,2,3.5
7715,1,3.0
7730,9,2.56
7745,1,5.0
7751,1,4.0
7785,2,1.0
7805,1,2.0
7807,2,4.0
7837,6,3.33
7851,11,3.27
7877,1,4.0
7884,1,3.0
7908,1,3.0
7911,1,3.0
7921,14,3.71
7940,3,2.67
7949,2,2.5
7951,11,3.82
7953,20,3.6
7964,5,3.6
8004,2,3.5
8012,1,4.0
8023,9,3.44
8043,20,4.2
8055,1,4.0
8058,1,3.0
8061,1,5.0
8084,1,1.0
8095,2,3.5
8097,2,4.0
8117,18,4.44
8118,1,5.0
8121,229,1.64
8135,18,4.72
8138,1,4.0
8158,102,3.51
8167,13,2.38
8170,4,3.75
8175,1,1.0
8183,3,4.0
8191,14,3.14
8200,5,2.6
8207,1,3.0
8211,2,2.0
8212,1,3.0
8226,1,3.0
8229,4,4.0
8251,1,5.0
8287,2,3.0
8298,4,2.75
8299,61,2.44
8309,8,4.38
8325,2,3.5
8336,10,3.3
8344,2,2.5
8372,9,2.22
8377,1,3.0
8382,23,3.22
8415,3,4.0
8431,3,3.0
8440,1,3.0
8458,5,3.0
8509,1,5.0
8511,3,4.0
8522,1,3.0
8554,1,2.0
8568,1,4.0
8579,1,4.0
8623,1,4.0
8638,3,3.67
8660,2,2.0
8669,3,3.33
8670,3,3.0
8679,1,1.0
8685,3,3.0
8722,1,5.0
8723,1,1.0
8731,4,1.75
8753,4,2.75
8754,4,3.0
8757,34,3.68
8766,1,4.0
8804,1,5.0
8807,10,3.6
8826,27,3.37
8828,14,2.64
8832,1,3.0
8862,1,3.0
8881,1,5.0
8883,2,4.5
8895,1,3.0
8896,13,3.85
8965,6,4.0
8983,2,4.5
8999,5,2.8
9004,1,1.0
9007,1,5.0
9008,11,3.45
9045,2,4.0
9049,4,2.25
9064,1,3.0
9106,2,3.0
9107,6,3.0
9139,1,2.0
9160,4,2.75
9172,1,4.0
9174,2,2.5
9176,3,3.67
9184,4,3.5
9280,4,2.5
9321,1,2.0
9330,1,3.0
9338,2,1.5
9366,1,4.0
9367,1,3.0
9371,1,3.0
9375,5,2.2
9393,5,2.2
9396,2,3.0
9417,2,2.5
9424,1,5.0
9456,5,2.2
9489,9,3.89
9493,1,1.0
9538,3,4.33
9541,3,3.0
9557,26,3.19
9585,1,5.0
9601,5,2.6
9653,2,1.0
9660,2,3.5
9661,9,3.78
9678,8,3.38
9714,1,2.0
9730,1,1.0
9734,1,2.0
9803,4,3.25
9816,5,3.6
9824,1,5.0
9872,5,2.6
9885,2,2.5
9897,1,3.0
9954,1,4.0
9960,56,3.52
9964,9,4.22
9971,6,2.83
10016,51,3.35
10032,1,3.0
10044,2,3.5
10051,2,2.0
10071,2,3.5
10084,2,2.0
10095,51,3.55
10100,2,3.5
10137,2,4.0
10161,20,4.55
10192,21,2.19
10227,2,3.0
10230,1,3.0
10251,9,3.67
10252,6,1.67
10268,25,2.68
10273,28,3.21
10289,94,3.22
10311,1,5.0
10315,2,2.0
10337,1,3.0
10356,2,3.5
10374,16,2.75
10380,1,1.0
10397,18,2.56
10401,15,2.2
10470,4,3.25
10493,1,2.0
10547,1,3.0
10567,13,3.08
10609,1,5.0
10638,1,2.0
10645,9,2.44
10655,1,3.0
10679,20,3.6
10688,27,3.67
10733,11,2.09
10737,1,5.0
10742,1,3.0
10772,8,4.25
10775,1,2.0
10779,7,4.71
10791,3,4.0
10794,15,2.93
10822,1,3.0
10832,2,2.5
10839,43,2.53
10867,3,4.0
10894,2,4.0
10896,4,2.0
10901,1,2.0
10917,3,3.67
10918,28,3.54
10943,5,2.8
10947,22,2.32
10954,4,3.25
10970,4,4.25
10971,3,3.67
10972,19,4.0
10981,9,3.11
10996,2,2.5
11007,1,3.0
11043,7,2.86
11059,1,4.0
11062,8,3.38
11137,1,5.0
11138,4,3.5
11142,5,2.4
11162,1,2.0
11169,101,2.33
11186,23,3.13
11194,3,2.67
11197,17,3.53
11203,238,4.05
11215,5,3.2
11267,1,2.0
11278,1,4.0
11325,3,3.0
11334,1,3.0
11368,1,2.0
11376,6,2.17
11393,21,2.29
11424,20,2.75
11430,4,2.75
11456,45,4.2
11462,1,3.0
11492,5,3.4
11507,1,3.0
11540,2,2.0
11568,4,4.25
11591,4,3.75
11594,5,3.2
11598,1,3.0
11627,2,2.0
11690,1,1.0
11697,3,4.67
11711,2,3.5
11717,4,2.0
11731,1,4.0
11756,1,5.0
11758,2,4.0
11760,2,1.5
11765,1,5.0
11782,8,3.38
11796,1,3.0
11819,1,4.0
11831,1,5.0
11842,6,4.5
11848,2,2.0
11857,1,2.0
11875,4,3.0
11942,1,5.0
11969,2,2.5
11977,1,5.0
11996,7,2.14
12007,1,4.0
12015,3,3.33
12017,1,1.0
12036,3,2.33
12052,6,4.0
12094,1,2.0
12110,1,4.0
12114,2,3.5
12119,13,3.08
12132,1,3.0
12207,2,2.5
12211,1,1.0
12216,1,3.0
12234,2,1.0
12247,1,5.0
12253,2,2.5
12266,1,1.0
12281,1,2.0
12313,1,2.0
12327,1,1.0
12330,3,2.0
12352,1,3.0
12379,34,3.62
12416,1,1.0
12451,167,3.59
12463,1,4.0
12475,1,2.0
12477,1,3.0
12478,1,3.0
12487,4,2.0
12488,1,5.0
12531,1,4.0
12537,1,4.0
12538,1,1.0
12553,3,2.33
12573,1,4.0
12580,5,2.6
12582,1,2.0
12653,2,3.0
12669,2,3.0
12670,2,2.5
12680,1,4.0
12692,1,2.0
12717,11,4.0
12720,1,3.0
12758,6,4.17
12771,85,3.79
12777,1,3.0
12801,4,3.0
12809,1,3.0
12812,6,2.33
12813,4,4.25
12836,6,3.67
12840,5,2.4
12860,1,3.0
12868,6,3.5
12876,147,4.66
12920,7,3.43
12929,1,5.0
12934,2,3.0
12947,2,4.0
12974,25,1.88
12986,4,4.5
12987,3,3.67
12990,2,2.0
13003,1,2.0
13021,16,2.88
13070,4,2.5
13076,4,3.25
13120,3,4.0
13121,5,2.0
13130,1,1.0
13134,2,2.5
13146,4,3.25
13157,5,3.2
13174,1,3.0
13175,5,3.2
13183,2,1.0
13197,3,1.67
13210,1,3.0
13227,2,3.0
13266,16,2.94
13279,1,3.0
13333,2,5.0
13334,114,3.45
13347,3,3.67
13367,2,3.0
13381,1,4.0
13407,13,3.92
13421,2,5.0
13484,1,4.0
13511,3,4.33
13513,1,3.0
13561,8,2.25
13583,1,3.0
13584,1,4.0
13590,3,3.67
13620,73,3.92
13658,1,1.0
13691,21,3.71
13773,5,1.8
13781,2,3.0
13810,1,5.0
13868,5,2.8
13875,23,2.83
13885,8,3.0
13891,1,3.0
13894,2,3.5
13912,2,4.0
13935,12,4.25
13945,1,4.0
13952,2,2.5
13983,1,2.0
14026,2,2.5
14031,1,5.0
14048,5,3.4
14059,65,4.06
14060,5,4.8
14069,1,4.0
14070,2,2.0
14081,1,2.0
14110,4,3.25
14116,3,2.0
14131,2,2.0
14156,3,3.67
14158,1,3.0
14163,9,3.0
14185,4,3.25
14189,7,3.43
14197,7,3.43
14210,2,3.5
14219,1,3.0
14225,1,3.0
14256,17,4.12
14265,8,2.62
14266,15,3.6
14282,2,3.5
14326,28,3.14
14331,1,3.0
14336,3,2.67
14358,81,2.8
14371,1,2.0
14389,10,3.8
14410,6,4.0
14422,4,4.0
14426,1,4.0
14427,2,2.5
14440,5,3.0
14575,2,3.0
14597,1,1.0
14628,1,3.0
14642,70,3.43
14644,1,5.0
14645,30,3.43
14650,2,3.0
14690,1007,3.55
14704,4,3.5
14728,9,3.78
14748,1,5.0
14754,16,4.88
14756,4,4.5
14788,3,2.33
14817,4,3.75
14821,1,1.0
14831,3,3.33
14833,5,3.2
14838,2,4.0
14844,15,3.27
14851,1,2.0
14869,1,5.0
14876,2,4.0
14923,2,4.0
14924,5,3.2
14936,5,3.2
14946,1,1.0
14974,2,3.0
14988,21,2.95
15007,1,5.0
15022,4,2.75
15027,3,4.33
15029,1,5.0
15032,3,4.33
15091,3,1.67
15116,1,1.0
15121,12,3.17
15181,6,3.67
15191,107,3.01
15212,2,3.5
15217,1,1.0
15218,4,2.75
15233,3,2.0
15251,4,3.0
15280,2,3.0
15284,1,3.0
15294,14,4.0
15299,1,3.0
15316,8,3.88
15317,3,3.0
15324,2,2.0
15347,1,1.0
15378,33,2.52
15402,9,2.0
15411,2,3.0
15420,4,2.5
15453,5,3.4
15458,1,3.0
15462,8,4.12
15471,2,4.5
15487,1,1.0
15513,1,2.0
15536,1,1.0
15539,2,3.0
15605,1,1.0
15613,1,2.0
15626,3,2.67
15630,2,3.0
15660,2,4.5
15664,60,3.72
15672,1,2.0
15676,19,3.63
15696,21,3.48
15699,7,2.57
15710,1,3.0
15731,2,4.0
15732,3,3.33
15737,1,2.0
15743,1,2.0
15760,64,2.81
15765,2,3.0
15773,1,4.0
15796,5,1.6
15814,55,3.15
15826,3,2.67
15835,1,4.0
15846,15,2.73
15859,2,2.5
15863,15,4.07
15865,5,2.2
15866,1,3.0
15867,1,2.0
15873,1,2.0
15880,1,4.0
15889,1,4.0
15892,4,4.5
15893,1,3.0
15914,32,3.81
15916,1,4.0
15961,1,4.0
15966,2,2.0
15972,1,3.0
15983,9,3.0
15992,5,2.6
15995,1,4.0
16023,8,2.12
16029,10,4.3
16030,1,3.0
16037,1,5.0
16060,2,3.5
16061,9,3.44
16066,7,4.0
16079,1,5.0
16121,13,3.38
16138,7,3.57
16144,1,5.0
16146,9,2.89
16150,1,3.0
16166,1,2.0
16168,5,3.6
16236,3,1.67
16239,2,1.0
16241,1,3.0
16272,319,2.14
16273,10,3.6
16294,5,3.2
16313,1,3.0
16325,8,2.5
16326,1,4.0
16355,84,2.33
16373,1,3.0
16386,47,3.13
16397,5,4.0
16408,2,1.0
16412,2,3.0
16455,16,2.94
16456,1,3.0
16475,6,2.83
16477,1,1.0
16478,1,4.0
16540,1,2.0
16558,1,2.0
16565,7,2.57
16581,27,3.11
16583,2,3.0
16588,2,1.0
16592,2,3.0
16603,3,3.33
16631,1,4.0
16649,3,4.0
16651,56,3.02
16688,1,4.0
16709,1,4.0
16710,47,4.04
16723,15,2.33
16732,3,3.67
16777,1,3.0
16790,12,3.42
16793,1,1.0
16802,9,2.78
16818,1,2.0
16833,1,3.0
16844,9,4.11
16854,11,2.73
16873,1,5.0
16921,3,2.67
16937,2,2.5
16949,4,3.25
16954,1,2.0
16962,2,3.5
16966,2,5.0
16994,1,2.0
17001,18,1.67
17003,1,3.0
17008,1,5.0
17030,2,4.0
17038,2,2.0
17042,3,3.0
17047,1,4.0
17062,1,4.0
17063,74,3.72
17083,1,3.0
17088,13,3.85
17099,17,3.41
17119,17,3.65
17128,3,3.67
17136,1,4.0
17140,1,5.0
17141,1,2.0
17149,9,2.56
17163,1,3.0
17174,1,5.0
17176,9,2.67
17184,90,3.27
17219,1,1.0
17227,12,2.92
17240,30,3.0
17246,26,2.88
17274,28,2.86
17287,2,2.5
17288,1,3.0
17321,1,2.0
17325,4,4.0
17336,21,3.9
17344,2,4.5
17358,1,1.0
17361,1,2.0
17362,1,4.0
17375,3,2.67
17382,37,3.65
17421,3,1.0
17433,11,4.55
17462,4,2.25
17477,4,3.0
17510,1,2.0
17574,2,2.0
17576,1,1.0
17587,9,3.44
17589,2,1.5
17634,4,3.25
17656,6,3.0
17690,43,4.28
17691,4,2.25
17707,30,1.07
17713,1,3.0
17743,1,3.0
17745,2,3.5
17752,10,3.2
17774,1,5.0
17808,2,3.5
17812,4,2.75
17845,2,2.0
17847,2,3.0
17860,10,2.2
17864,4,2.5
17873,1,3.0
17904,1,3.0
17916,8,1.75
17922,1,2.0
17949,2,2.5
17950,13,3.46
17957,1,3.0
17995,2,4.0
18014,1,4.0
18050,1,3.0
18067,2,2.5
18078,13,3.08
18103,76,3.3
18105,2,4.0
18106,1,1.0
18108,1,1.0
18223,5,2.4
18293,1,2.0
18297,1,3.0
18300,37,4.16
18335,13,2.15
18360,7,3.43
18384,2,2.5
18385,1,3.0
18407,1,1.0
18426,7,3.0
18432,3,2.33
18459,2,5.0
18475,16,3.25
18487,16,4.44
18517,52,4.29
18576,3,3.33
18585,9,2.33
18587,1,3.0
18611,1,3.0
18630,1,3.0
18631,1,3.0
18645,1,5.0
18649,1,1.0
18696,1,4.0
18721,1,3.0
18739,2,3.0
18745,1,5.0
18753,12,2.92
18764,22,4.82
18786,1,5.0
18830,1,2.0
18836,1,3.0
18851,6,5.0
18856,4,2.75
18906,1,1.0
18907,2,1.0
18914,11,3.18
18918,2,2.0
18922,5,2.4
18929,14,4.14
18956,21,4.29
18960,2,2.5
18963,10,5.0
18986,1,2.0
18988,1,1.0
19006,31,4.42
19040,1,1.0
19046,5,4.0
19057,1,1.0
19062,1,3.0
19071,1,5.0
19080,1,2.0
19099,1,1.0
19106,81,3.42
19121,2,3.5
19132,3,1.33
19143,6,3.5
19189,1,2.0
19226,6,3.17
19236,3,2.67
19237,4,4.5
19239,22,2.95
19268,1,5.0
19289,1,2.0
19296,3,2.0
19316,12,4.17
19318,1,2.0
19320,2,3.5
19323,6,3.5
19360,2,4.5
19438,2,4.0
19439,9,3.67
19444,1,2.0
19476,1,5.0
19488,2,5.0
19494,1,1.0
19504,1,1.0
19534,1,4.0
19544,1,3.0
19549,3,3.67
19577,1,5.0
19585,1,3.0
19596,1,4.0
19598,4,2.75
19606,2,1.5
19641,23,2.74
19647,1,4.0
19656,2,2.5
19683,3,4.0
19700,2,1.5
19731,2,4.0
19742,3,3.33
19775,2,3.0
19796,8,3.88
19832,2,2.0
19909,7,4.43
19915,9,2.67
19917,1,2.0
19970,1,2.0
19974,1,3.0
19991,1,5.0
20005,2,3.0
20012,4,4.25
20014,1,5.0
20027,2,2.5
20040,1,5.0
20050,3,3.33
20055,1,3.0
20084,5,3.2
20086,5,3.2
20117,2,3.0
20119,1,3.0
20122,3,3.33
20152,1,2.0
20158,2,3.5
20187,1,5.0
20188,1,3.0
20199,7,2.43
20208,1,4.0
20217,1,4.0
20223,9,3.78
20231,43,3.53
20256,2,4.0
20295,14,4.07
20328,1,2.0
20338,1,4.0
20344,2,3.5
20380,2,2.5
20392,34,3.38
20407,2,3.0
20408,57,3.35
20421,1,3.0
20440,2,4.5
20460,2,2.0
20461,30,3.17
20472,1,1.0
20513,6,3.67
20544,1,3.0
20552,1,4.0
20559,1,3.0
20562,1,2.0
20607,2,3.5
20616,1,1.0
20625,1,5.0
20628,1,5.0
20634,4,2.0
20640,2,2.0
20707,2,1.0
20725,6,3.0
20758,4,4.75
20766,8,4.12
20774,6,2.67
20789,8,2.5
20797,1,5.0
20818,1,4.0
20826,1,1.0
20830,1,4.0
20835,1,3.0
20847,1,5.0
20868,2,3.0
20871,1,3.0
20918,41,3.46
20919,2,2.5
20936,15,2.47
20938,2,3.0
20963,6,3.17
21003,3,2.33
21021,3,3.0
21022,4,4.5
21044,8,3.88
21047,5,2.4
21049,1,2.0
21059,1,4.0
21061,1,3.0
21070,2,4.0
21084,3,2.67
21092,6,3.17
21105,3,2.33
21116,2,3.5
21157,11,2.0
21180,1,4.0
21184,12,1.92
21189,1,4.0
21199,2,3.0
21209,21,2.81
21212,5,2.8
21315,1,2.0
21334,8,3.5
21346,1,3.0
21364,14,1.57
21368,9,5.0
21386,2,3.0
21395,1,4.0
21414,1,3.0
21418,1,4.0
21431,3,3.33
21434,1,5.0
21448,1,3.0
21456,4,3.25
21507,1,5.0
21519,2,2.5
21522,1,4.0
21527,1,2.0
21560,5,2.6
21563,1,3.0
21592,1,1.0
21603,7,2.14
21606,1,4.0
21607,1,4.0
21612,1,1.0
21619,12,2.25
21652,2,4.0
21663,58,3.09
21667,5,2.2
21673,2,5.0
21677,6,1.67
21678,1,1.0
21702,1,2.0
21705,38,3.08
21722,41,3.37
21727,2,3.5
21740,2,3.0
21805,2,3.5
21814,1,5.0
21820,36,3.86
21823,3,3.0
21844,1,1.0
21857,4,4.5
21874,1,3.0
21882,1,1.0
21983,331,3.52
22001,38,2.95
22007,1,2.0
22015,2,3.0
22018,25,3.76
22036,25,3.76
22037,30,3.77
22052,1,2.0
22061,9,3.44
22086,1,3.0
22096,7,4.0
22105,1,1.0
22129,3,3.67
22145,2,1.5
22175,26,4.12
22176,1,2.0
22178,42,4.02
22193,7,2.29
22226,1,5.0
22234,1,2.0
22252,12,3.92
22295,1,3.0
22327,5,3.4
22355,2,2.0
22405,1,4.0
22418,3,2.67
22428,2,5.0
22432,35,3.0
22445,3,3.33
22449,2,3.5
22453,1,2.0
22457,1,4.0
22501,3,4.0
22511,1,3.0
22512,1,3.0
22528,1,4.0
22535,1,3.0
22560,1,4.0
22561,1,4.0
22577,19,3.47
22597,1,4.0
22603,14,2.79
22632,2,4.0
22662,1,1.0
22663,32,3.12
22670,2,2.5
22685,3,2.67
22696,1,4.0
22699,1,5.0
22709,21,4.86
22718,3,3.67
22725,18,2.39
22746,5,4.0
22785,4,3.5
22786,16,3.5
22812,1,1.0
22813,6,3.33
22842,20,2.65
22853,7,3.14
22904,1,5.0
22905,4,2.75
22907,7,3.57
22910,3,3.67
22941,9,2.78
22964,1,4.0
22978,1,5.0
22980,1,4.0
22992,1,2.0
22994,2,1.5
23004,5,4.0
23018,11,3.27
23024,13,3.62
23042,1,2.0
23051,15,2.53
23061,51,3.45
23092,10,2.9
23097,1,1.0
23109,3,2.0
23117,1,4.0
23122,1,1.0
23149,1,2.0
23178,8,3.38
23236,1,4.0
23244,29,4.17
23259,2,1.0
23277,1,1.0
23278,1,2.0
23284,1,2.0
23302,1,3.0
23309,1,4.0
23316,19,2.58
23347,1,4.0
23363,5,3.8
23370,1,2.0
23379,1,2.0
23402,3,2.33
23404,3,4.33
23421,26,3.73
23427,1,4.0
23445,2,1.0
23459,9,2.89
23487,8,3.38
23503,2,3.0
23507,2,3.5
23558,1,2.0
23573,1,3.0
23579,4,2.75
23602,2,3.5
23670,1,4.0
23673,6,3.5
23705,3,4.0
23713,3,4.0
23771,2,3.0
23792,1,2.0
23819,2,3.0
23824,9,4.56
23826,1,2.0
23827,2,3.5
23846,5,3.8
23866,1,5.0
23898,13,2.08
23899,6,3.17
23904,1,4.0
23934,1,4.0
23948,3,4.0
23992,1,2.0
24033,10,3.7
24063,2,3.0
24095,2,3.5
24106,3,4.33
24144,77,3.97
24170,3,2.0
24210,1,3.0
24212,9,2.0
24218,1,2.0
24244,82,2.57
24248,1,4.0
24252,3,4.33
24275,14,3.5
24294,7,4.0
24300,1,3.0
24326,1,3.0
24333,1,3.0
24338,1,1.0
24344,219,3.38
24361,27,2.74
24373,196,2.99
24392,1,2.0
24393,2,3.0
24413,1,4.0
24423,4,1.75
24438,4,4.75
24449,46,2.8
24450,1,2.0
24454,2,4.0
24473,127,3.75
24489,1,2.0
24577,3,3.67
24600,1,2.0
24614,27,4.0
24627,7,3.71
24644,3,2.33
24649,1,5.0
24679,1,4.0
24704,1,3.0
24706,1,5.0
24723,1,4.0
24754,10,3.1
24768,2,3.0
24791,2,3.0
24801,9,3.0
24807,5,2.0
24821,1,3.0
24826,1,3.0
24830,12,4.08
24838,26,4.0
24855,5,2.6
24860,1,5.0
24867,2,2.5
24873,3,3.0
24893,1,2.0
24898,3,3.33
24929,9,4.78
24936,2,2.5
24946,16,3.81
24954,1,4.0
24977,1,4.0
24995,5,3.0
